Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Siloxane,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac/Fa,Ratio_Stab/Fa,O_Percentage,LHSV__ml/h/g_,Temperature__K_,Pressure__bar_,g_cat,Fa_mmol/min,Ac_mmol/min,STY_MA+AA_(mmol/h/g)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,0.5,0.0,0.0,3.6,663.0,1.0,0.5,0.7548596112311013,0.3774298056155507,3.739272570194384
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,3.0,3.0,0.0,7.2,663.0,1.0,0.5,0.1666796294219576,0.5000388882658727,0.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,3.0,3.0,0.0,7.2,663.0,1.0,0.5,0.1666796294219576,0.5000388882658727,3.197042635550025
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.3341511879049677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,628.0,1.0,3.0,0.3738402621234105,0.3738402621234105,0.006491810919825448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,2.5,0.0,0.0,0.44,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,0.1319975760235733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,7.2,663.0,1.0,0.5,0.7476805242468211,0.3738402621234105,4.665167584648525
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,7.2,663.0,1.0,0.5,0.7476805242468211,0.3738402621234105,9.182349604318869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.2023023758099353
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,7.2,663.0,1.0,0.5,0.7476805242468211,0.3738402621234105,14.90164668850127
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MAc,TRX,MeOH,0.5,1.0,0.0,7.2,663.0,1.0,0.5,0.7476805242468211,0.3738402621234105,20.23223498611898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,0.2,0.0,100.0,1.0,633.0,1.0,3.0,0.5820064672811631,0.1164012934562326,0.8264491835392516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,2.5,0.0,100.0,1.0,633.0,1.0,3.0,0.2298077286865202,0.5745193217163006,2.051033978527193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,0.4,0.0,100.0,1.66,633.0,1.0,3.0,0.8525175693665376,0.341007027746615,2.283383057791335
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,0.4,0.0,0.0,1.0,633.0,1.0,3.0,0.5135648008232154,0.2054259203292862,1.294475002881371
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,0.4,0.0,0.0,1.0,633.0,1.0,3.0,0.5135648008232154,0.2054259203292862,1.766123877216917
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,2.5,0.0,0.0,1.0,633.0,1.0,3.0,0.2298077286865202,0.5745193217163006,2.891139794209217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,0.4,0.0,21.0,1.0,633.0,1.0,2.0,0.3423765338821436,0.1369506135528575,1.630842938154373
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,2.5,0.0,21.0,1.0,633.0,1.0,2.0,0.1532051524576802,0.3830128811442003,2.629351562383224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,HAc,FORM,0,2.5,0.0,21.0,5.0,633.0,1.0,2.0,0.7660257622884006,1.915064405721002,7.338151450099357
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.8909859611231106
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.972259179265659
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HAc,FORM,0,3.0,0.0,100.0,2.666666666666667,623.0,1.0,3.0,0.5415746152096682,1.624723845629004,2.486910633042796
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HAc,FORM,0,3.0,0.0,100.0,2.666666666666667,643.0,1.0,3.0,0.5415746152096682,1.624723845629004,4.218909578452532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,1.33,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.166689041354884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,4.5,0.44,633.0,1.0,3.0,0.08935981150959525,0.2680794345287857,0.8882615471525995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.8248099352051836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.715683220312576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,2.216666666666667,633.0,1.0,3.0,0.5094071319217864,1.273517829804466,4.258643622866135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,0.7641106978826797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.114582804644869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.328533800052019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.318345657413583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.428377597908689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.110507547589495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,4.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,2.435961924077114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,4.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,3.247949232102819
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,3.846883326914776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,3.546521561418445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,HAc,FORM,0,2.5,0.0,3.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,2.792856697240634
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,2.242416016515497
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.248842148334175
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.256074812674627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.4433333333333334,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.706493515652707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,2.0,643.0,1.0,3.0,0.2516198704103672,1.258099352051836,3.757691144708424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,100.0,2.0,643.0,1.0,3.0,0.2516198704103672,1.258099352051836,2.076870410367171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,2.5,0.0,21.0,2.0,643.0,1.0,3.0,0.5032397408207344,1.258099352051836,5.535637149028079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,1.66,643.0,1.0,3.0,0.2096832253419727,1.048416126709864,1.279067674586033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,MAc,TRX,0,5.0,0.0,0.0,1.66,643.0,1.0,3.0,0.2096832253419727,1.048416126709864,1.681659467242621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.774
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.7859999999999999
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.792
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.846
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.9059999999999999
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,0.942
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,1.014
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,1.044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,MAc,TRX,0,5.0,0.0,0.0,2.0,653.0,1.0,3.0,0.2516198704103672,1.258099352051836,1.116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.0452915766738661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,4.5,0.44,633.0,1.0,3.0,0.08935981150959525,0.2680794345287857,1.092253912062934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,100.0,2.666666666666667,623.0,1.0,3.0,0.5415746152096682,1.624723845629004,3.275443272788073
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,100.0,2.666666666666667,643.0,1.0,3.0,0.5415746152096682,1.624723845629004,5.409777999837072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,DMM,0,2.5,0.0,2.25,0.44,633.0,1.0,3.0,0.09499578104027404,0.2374894526006851,0.8473623668792444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,4.5,0.44,633.0,1.0,3.0,0.08935981150959525,0.2680794345287857,1.497223641843269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,2.25,0.44,633.0,1.0,3.0,0.08935981150959525,0.2680794345287857,1.342631167931669
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,4.5,1.32,633.0,1.0,3.0,0.270110339335822,0.8103310180074661,3.221065796579677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,10.0,0.0,0.0,2.0,643.0,1.0,3.0,0.1545808524837045,1.545808524837045,0.6770641338786256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,10.0,0.0,0.0,2.0,643.0,1.0,3.0,0.1545808524837045,1.545808524837045,0.5234107665098233
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,10.0,0.0,0.0,2.0,643.0,1.0,3.0,0.1545808524837045,1.545808524837045,0.6770641338786256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,7.5,0.0,0.0,2.0,643.0,1.0,3.0,0.1984921884364361,1.48869141327327,0.9456167857111814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.6542116630669548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,100.0,2.666666666666667,623.0,1.0,3.0,0.5415746152096682,1.624723845629004,2.003826076275772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,3.0,0.0,100.0,2.666666666666667,643.0,1.0,3.0,0.5415746152096682,1.624723845629004,2.893351550265347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,2.34231115714426,633.0,1.0,3.0,0.6819551495543504,2.045865448663051,7.685634535477528
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,2.34231115714426,633.0,1.0,3.0,0.6819551495543504,2.045865448663051,10.10657531639547
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,2.34231115714426,633.0,1.0,3.0,0.6819551495543504,2.045865448663051,10.46241951343293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,2.34231115714426,633.0,1.0,3.0,0.6819551495543504,2.045865448663051,9.635344308053416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,5.0,623.0,1.0,0.2,0.09704875566657417,0.2911462669997225,13.68434038301416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,5.0,623.0,1.0,0.2,0.09704875566657417,0.2911462669997225,17.33580195004163
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,5.0,623.0,1.0,0.2,0.09704875566657417,0.2911462669997225,17.54505867110741
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,5.0,623.0,1.0,0.2,0.09704875566657417,0.2911462669997225,18.07017357202331
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,TRX,0,3.0,0.0,100.0,5.0,623.0,1.0,0.2,0.09704875566657417,0.2911462669997225,19.06192839300583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,4.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,2.420641408831346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,4.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,2.880256866204387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,4.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,3.125385110136675
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,HAc,FORM,0,2.5,0.0,4.0,1.333333333333333,633.0,1.0,3.0,0.3064103049153603,0.7660257622884007,3.033462018662067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,0.0,0.44,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.01056186830644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.44,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,1.450154752798345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.44,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,0.6014824710166493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,FORM,0,2.5,0.0,3.0,0.44,633.0,1.0,3.0,0.1018814263843573,0.2547035659608932,0.6327753511306047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.4906587473002161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,HAc,TRX,0,3.0,0.0,1.0,2.5,638.0,1.0,6.0,1.455731334998613,4.367194004995837,7.869421565362199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.4977041036717064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,HAc,TRX,0,3.0,0.0,100.0,2.28783880465252,673.0,1.0,3.0,0.6660957274716911,1.998287182415073,4.775040441526312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,HAc,TRX,0,3.0,0.0,100.0,2.28783880465252,673.0,1.0,3.0,0.6660957274716911,1.998287182415073,5.648172043010754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MAc,TRX,0,5.0,0.0,21.0,1.0,623.0,1.0,6.0,0.2516198704103672,1.258099352051836,0.2511166306695465
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,1.212167332354212
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,0.9152924607343416
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,21.0,1.2,623.0,1.0,5.0,0.2516198704103672,1.258099352051836,1.209156348336933
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MAc,TRX,0,5.0,0.0,0.0,1.2,643.0,1.0,5.0,0.2516198704103672,1.258099352051836,1.298358531317495
